CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERAGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED
C101229,zero,1050.0,32502.5,0,16,595152,True,0,2,89.0,316,0,2.5,6,sat,little,considering,STAY
C101233,zero,113.2075471698113,49625.5,201,7,331889,True,3,3,120.0,318,23,1.4,6,very_unsat,little,no,LEAVE
C101234,one,165.51724137931035,76915.5,0,48,843392,False,4,3,146.0,749,0,2.2,1,unsat,very_little,actively_looking_into_it,LEAVE
C101235,zero,38.028169014084504,50995.5,50,56,288367,True,2,4,127.0,267,4,1.9,2,very_unsat,little,considering,STAY
C101236,one,1770.0,76865.5,0,38,280053,True,1,3,231.0,759,3,3.9,2,very_unsat,very_little,never_thought,LEAVE
C101237,one,1650.0,27704.5,0,72,364541,True,1,4,122.0,302,1,4.5,2,very_sat,little,no,STAY
C101238,one,158.9147286821705,41593.5,204,47,335736,True,2,2,159.0,182,24,2.1,1,unsat,little,perhaps,LEAVE
C101240,one,960.0,22933.5,75,0,927967,False,1,4,187.0,208,5,3.6,10,avg,high,actively_looking_into_it,LEAVE
C101241,one,483.5820895522388,54317.0,75,16,156464,True,2,4,181.0,309,4,4.4,6,unsat,very_high,considering,LEAVE
C101243,one,576.0,21322.0,50,10,562511,True,2,2,112.0,135,4,2.8,5,very_sat,little,never_thought,LEAVE
C101244,one,1980.0,43441.0,0,59,958607,False,1,2,181.0,874,0,4.6,2,unsat,very_little,considering,LEAVE
C101245,one,545.4545454545455,49888.0,65,0,587745,True,3,4,87.0,291,5,2.0,14,sat,very_little,considering,STAY
C101246,zero,1440.0,66500.0,0,76,658224,False,1,3,169.0,613,0,2.8,2,very_unsat,very_high,actively_looking_into_it,LEAVE
C101247,zero,642.8571428571429,16039.0,54,0,278810,True,1,1,126.0,281,1,1.3,12,very_unsat,avg,considering,LEAVE
C101248,one,174.60317460317458,62042.5,198,8,289583,True,4,4,105.0,392,24,2.2,5,very_sat,little,no,LEAVE
C101249,zero,355.26315789473676,16038.0,52,0,717258,False,1,4,161.0,140,3,2.8,8,avg,very_little,considering,STAY
C101250,one,1200.0,43322.5,0,0,201931,True,2,4,180.0,345,1,3.0,13,very_sat,high,no,STAY
C101251,zero,960.0,33347.5,0,0,903674,False,2,4,165.0,380,1,2.2,9,avg,high,never_thought,STAY
C101253,one,420.0,43846.0,0,24,549855,True,0,4,104.0,296,1,1.4,4,unsat,little,never_thought,STAY
C101254,one,109.48905109489051,96531.5,226,77,382024,True,2,1,91.0,892,21,4.0,2,avg,little,actively_looking_into_it,LEAVE
C101257,zero,366.5594855305466,81924.5,211,0,185573,True,0,1,139.0,527,19,1.8,5,very_unsat,high,considering,LEAVE
C101259,one,1080.0,39455.5,0,0,288836,True,0,2,88.0,381,0,3.6,10,very_unsat,little,no,STAY
C101260,one,97.00598802395209,34973.0,195,54,631785,False,2,3,171.0,168,16,2.7,2,sat,avg,considering,STAY
C101261,zero,1094.1176470588236,38758.0,0,7,213432,True,4,3,107.0,262,5,6.2,6,very_sat,little,never_thought,STAY
C101262,one,293.2960893854749,74013.5,258,0,235487,True,2,4,112.0,525,19,3.5,4,unsat,very_high,no,LEAVE
C101263,one,363.6363636363636,47826.0,183,8,358720,True,2,4,182.0,269,25,3.4,4,unsat,very_little,considering,STAY
C101265,zero,94.33962264150944,26728.5,64,79,567012,True,2,2,139.0,203,3,3.0,2,unsat,very_little,actively_looking_into_it,LEAVE
C101266,one,935.2941176470588,59134.5,70,0,501302,True,1,3,238.0,489,5,3.3,11,very_unsat,little,considering,LEAVE
C101267,zero,24.63054187192118,75948.0,209,30,497119,True,2,4,169.0,784,22,0.5,2,very_sat,very_high,considering,LEAVE
C101268,zero,688.2352941176471,73553.0,70,29,483925,True,0,2,120.0,202,4,1.9,12,very_unsat,very_high,never_thought,LEAVE
C101270,zero,183.206106870229,55657.0,52,11,457306,True,3,2,140.0,236,3,1.6,6,unsat,high,considering,LEAVE
C101272,zero,588.8888888888888,74116.5,170,0,301547,True,2,4,158.0,677,11,3.3,9,unsat,little,actively_looking_into_it,LEAVE
C101273,zero,295.0819672131148,47654.0,205,23,530559,True,0,2,136.0,334,15,2.0,12,avg,little,actively_looking_into_it,LEAVE
C101274,zero,630.0,47615.0,0,0,236133,True,3,4,159.0,263,1,3.1,14,very_sat,very_little,considering,STAY
C101275,zero,104.43037974683543,17572.5,58,79,251776,True,5,1,150.0,218,5,2.3,2,very_sat,little,never_thought,LEAVE
C101276,zero,524.0174672489084,46988.5,148,21,403102,True,2,1,123.0,347,10,7.0,10,very_sat,very_high,actively_looking_into_it,STAY
C101279,one,660.0000000000001,26844.5,0,0,224646,True,1,2,148.0,258,1,2.2,1,sat,very_high,considering,STAY
C101280,one,166.66666666666669,86000.5,62,54,245093,True,5,4,90.0,692,4,3.9,1,very_unsat,little,perhaps,LEAVE
C101281,one,1920.0,10990.5,0,16,294566,True,1,2,149.0,169,1,5.4,1,very_unsat,very_little,considering,STAY
C101282,zero,720.0,11407.5,0,0,861571,False,5,1,205.0,204,1,1.4,2,very_sat,little,considering,STAY
C101283,one,409.090909090909,21200.5,52,20,772496,False,2,3,250.0,237,5,2.8,6,unsat,very_high,considering,LEAVE
C101285,zero,197.4921630094044,58684.0,59,16,853194,False,4,1,107.0,526,5,2.1,1,very_unsat,very_high,considering,STAY
C101286,zero,120.00000000000003,20627.5,50,6,741883,False,1,2,119.0,150,5,1.6,5,very_unsat,little,never_thought,STAY
C101288,zero,2166.666666666667,80214.5,44,0,258291,True,2,1,124.0,768,5,10.4,14,very_sat,little,no,STAY
C101289,zero,105.97826086956522,47644.5,46,59,308274,True,3,3,146.0,255,5,2.6,5,very_unsat,very_high,considering,LEAVE
C101290,one,129.40140845070422,72657.0,156,88,691325,False,2,2,155.0,402,29,2.9,2,avg,little,considering,LEAVE
C101292,one,571.4285714285713,27599.5,0,11,998211,False,4,3,217.0,672,1,4.0,4,avg,little,no,STAY
C101293,zero,774.8344370860927,15849.0,51,7,285132,True,1,4,175.0,148,3,2.9,4,very_unsat,very_high,considering,LEAVE
C101294,one,267.7484787018256,47973.5,63,33,321434,True,3,4,125.0,356,5,2.4,1,unsat,very_high,no,LEAVE
C101296,zero,409.090909090909,16337.5,0,12,916741,False,2,4,137.0,229,1,2.0,4,avg,little,no,STAY
C101297,one,305.45454545454544,61493.5,35,14,219175,True,2,1,148.0,894,4,2.8,5,very_unsat,high,actively_looking_into_it,STAY
C101299,zero,0.0,76926.5,147,0,892006,False,2,1,186.0,566,16,0.7,2,very_unsat,little,actively_looking_into_it,STAY
C101301,zero,690.7894736842105,67344.5,52,0,280899,True,1,3,144.0,363,3,3.5,15,very_sat,little,considering,LEAVE
C101302,one,1080.0,29729.0,0,0,815034,False,3,4,136.0,315,0,2.6,11,unsat,little,perhaps,STAY
C101303,one,2280.0,47624.0,0,0,180753,True,1,4,164.0,250,1,5.6,2,very_sat,very_little,considering,LEAVE
C101306,zero,322.47557003257333,91078.5,207,0,752593,False,1,4,123.0,708,18,2.3,12,very_sat,very_little,actively_looking_into_it,LEAVE
C101307,one,911.6022099447514,81251.0,81,32,263346,True,1,3,118.0,815,5,4.5,8,very_unsat,very_high,considering,STAY
C101308,zero,372.41379310344826,75924.0,0,19,820217,False,2,2,175.0,546,1,3.6,4,avg,little,no,STAY
C101309,zero,480.0,38358.5,0,82,883593,False,1,1,117.0,381,0,1.6,2,unsat,very_little,perhaps,LEAVE
C101310,one,405.88235294117646,22279.5,0,7,673245,False,2,2,114.0,247,0,1.3,5,unsat,avg,actively_looking_into_it,STAY
C101311,zero,355.9322033898305,64729.0,77,8,186119,True,0,4,103.0,684,3,2.1,4,very_unsat,little,considering,STAY
C101312,one,666.6666666666667,49892.5,71,0,415395,True,2,2,138.0,322,5,2.8,15,avg,very_high,no,STAY
C101313,zero,96.66666666666666,20870.0,0,80,410435,True,2,3,131.0,143,0,0.9,1,unsat,little,considering,LEAVE
C101314,zero,438.7755102040816,53675.0,194,0,296817,True,1,1,108.0,313,0,2.3,9,very_unsat,very_high,actively_looking_into_it,LEAVE
C101315,one,183.96226415094344,69052.0,56,48,273470,True,2,2,209.0,799,4,2.9,2,very_unsat,very_little,never_thought,LEAVE
C101317,one,750.0,19257.0,0,0,242944,True,2,2,126.0,167,0,1.5,12,unsat,very_high,considering,LEAVE
C101319,zero,750.0,30580.0,0,0,190204,True,2,4,131.0,331,1,1.5,8,unsat,little,never_thought,STAY
C101320,zero,230.31496062992125,69748.5,228,18,234863,True,3,3,134.0,365,18,1.9,6,unsat,very_high,no,LEAVE
C101321,zero,540.0,36886.5,0,0,885373,False,4,4,140.0,894,1,1.8,14,very_unsat,little,actively_looking_into_it,STAY
C101322,one,327.79097387173397,75387.5,181,14,328167,True,3,3,189.0,167,12,3.6,2,very_sat,little,considering,STAY
C101323,zero,489.6142433234421,30735.5,47,19,903165,False,2,1,119.0,271,3,3.5,6,very_sat,very_little,considering,LEAVE
C101324,zero,1290.0,49343.5,0,0,980897,False,3,3,133.0,342,10,2.3,10,very_sat,little,actively_looking_into_it,LEAVE
C101327,zero,311.03678929765886,65627.5,199,17,789183,False,1,3,134.0,330,16,3.1,9,unsat,little,perhaps,STAY
C101328,one,312.76595744680856,25667.5,0,37,432411,True,5,1,175.0,346,15,2.9,1,unsat,very_little,considering,LEAVE
C101329,one,580.6451612903226,61092.5,148,0,556963,True,0,3,124.0,299,18,2.8,10,very_sat,very_little,considering,LEAVE
C101330,one,801.2422360248447,83614.5,61,83,429032,True,1,4,120.0,421,3,3.3,6,very_unsat,little,actively_looking_into_it,LEAVE
C101331,one,72.38605898123325,38171.5,209,81,588445,True,3,3,99.0,238,17,1.7,4,very_unsat,little,considering,LEAVE
C101332,zero,398.14814814814815,37405.0,154,7,290854,True,4,2,115.0,721,14,3.3,5,very_sat,very_little,considering,STAY
C101333,zero,586.2068965517242,81921.5,74,0,270962,True,5,4,146.0,234,3,4.4,11,very_unsat,little,considering,STAY
C101334,one,1590.0,43377.5,0,0,284822,True,2,2,105.0,384,26,5.3,14,very_sat,high,never_thought,LEAVE
C101335,zero,45.28301886792453,54346.5,0,43,539779,True,3,2,118.0,632,4,1.8,2,avg,very_little,considering,STAY
C101336,one,235.04273504273505,58811.0,42,56,389008,True,3,4,103.0,532,3,3.5,2,very_unsat,very_little,actively_looking_into_it,LEAVE
C101337,zero,423.9130434782609,46958.5,188,8,727724,False,4,3,156.0,269,16,4.2,6,avg,very_little,considering,STAY
C101338,one,423.5294117647059,14292.5,0,24,698827,False,2,4,118.0,157,1,4.8,4,very_unsat,little,no,STAY
C101339,one,236.65893271461712,80555.0,171,16,448602,True,3,4,128.0,482,29,1.4,4,very_sat,very_little,perhaps,LEAVE
C101340,zero,216.66666666666663,10499.5,0,80,335638,True,3,4,130.0,237,1,6.5,2,unsat,little,actively_looking_into_it,LEAVE
C101341,one,600.0,33843.5,145,38,163495,True,1,1,115.0,169,12,3.9,1,very_sat,little,no,LEAVE
C101342,one,960.0,78765.0,0,0,161817,True,3,1,143.0,601,0,2.2,12,unsat,very_little,actively_looking_into_it,LEAVE
C101343,zero,288.0794701986755,54723.5,202,59,449694,True,1,1,128.0,320,12,2.9,4,very_unsat,little,actively_looking_into_it,LEAVE
C101344,one,127.86885245901641,50733.0,0,51,182094,True,2,2,188.0,283,0,2.6,2,very_unsat,little,considering,LEAVE
C101346,one,1381.578947368421,56552.0,52,0,203591,True,2,4,203.0,485,5,6.0,15,sat,little,considering,LEAVE
C101347,one,842.4657534246575,57707.5,46,65,565472,True,1,2,174.0,880,4,3.1,2,very_unsat,little,considering,STAY
C101348,one,414.7909967845659,40275.5,211,0,190111,True,0,4,112.0,180,12,3.3,1,very_sat,very_little,actively_looking_into_it,LEAVE
C101350,one,93.00265721877767,89510.0,229,80,282387,True,4,4,179.0,456,13,2.5,13,very_unsat,very_high,no,LEAVE
C101351,one,204.34782608695656,20848.5,0,59,387068,True,2,4,160.0,203,1,2.7,2,very_sat,little,actively_looking_into_it,LEAVE
C101353,one,276.15062761506283,54080.0,188,19,579357,True,2,4,203.0,397,12,2.4,5,very_sat,very_little,no,LEAVE
C101354,zero,237.8048780487805,67289.5,64,33,909147,False,1,1,155.0,525,3,1.3,2,very_unsat,high,considering,STAY
C101357,one,143.33333333333331,26036.0,50,75,173308,True,4,3,104.0,217,3,2.3,2,very_unsat,avg,actively_looking_into_it,LEAVE
C101358,zero,276.3157894736842,47265.0,52,0,634367,False,1,1,72.0,308,4,1.4,8,unsat,little,considering,STAY
C101361,one,634.2857142857143,40191.0,75,0,293137,True,1,2,124.0,396,4,2.7,11,avg,very_high,no,LEAVE
C101362,zero,333.33333333333337,67726.0,179,5,239449,True,1,2,294.0,320,3,2.1,6,unsat,very_little,considering,LEAVE
C101363,one,56.52173913043478,14050.0,0,59,254748,True,4,4,132.0,167,1,1.3,2,very_sat,little,never_thought,LEAVE
C101364,one,826.0869565217392,20828.0,38,0,666422,False,2,4,223.0,242,5,3.8,14,unsat,very_high,considering,STAY
C101365,zero,95.45454545454544,77687.5,0,34,595088,True,2,3,197.0,869,4,1.4,1,unsat,little,considering,LEAVE
C101367,one,1425.9259259259259,19840.0,62,0,369155,True,1,1,313.0,210,5,5.7,1,very_unsat,very_little,considering,LEAVE
C101369,zero,900.0,36653.5,0,55,284313,True,1,2,118.0,398,0,3.0,1,sat,little,considering,LEAVE
C101370,one,272.72727272727275,85311.0,175,13,420622,True,1,3,156.0,460,26,1.5,4,very_sat,little,actively_looking_into_it,LEAVE
C101371,zero,1200.0,58785.0,0,0,202109,True,4,3,160.0,493,1,2.0,14,very_unsat,very_little,considering,LEAVE
C101373,zero,183.00653594771242,59618.0,229,13,500764,True,2,2,121.0,369,26,2.8,5,avg,very_high,considering,LEAVE
C101374,one,1467.6258992805756,28134.5,39,0,342314,True,4,2,175.0,230,5,6.8,11,unsat,little,no,LEAVE
C101375,zero,694.8529411764706,73033.5,172,20,722524,False,1,2,112.0,197,25,5.3,4,unsat,little,considering,LEAVE
C101377,one,600.0,55945.5,0,0,768862,False,1,3,166.0,430,0,2.0,12,avg,little,considering,STAY
C101378,zero,404.6920821114369,67311.5,81,16,152433,True,2,4,122.0,301,3,4.6,5,very_unsat,little,actively_looking_into_it,STAY
C101379,zero,370.93275488069423,69894.5,221,14,333835,True,3,4,215.0,351,4,3.7,8,sat,very_high,no,LEAVE
C101380,zero,75.31380753138075,15658.0,56,80,836858,False,2,2,116.0,153,3,2.4,2,very_unsat,high,considering,STAY
C101381,one,144.64285714285717,76740.0,0,46,528651,True,3,1,127.0,675,1,2.7,1,very_unsat,high,actively_looking_into_it,LEAVE
C101382,one,512.1951219512193,25336.0,64,52,514947,True,1,1,71.0,135,3,2.8,2,very_unsat,little,never_thought,LEAVE
C101383,zero,1110.0,24411.5,0,0,871163,False,2,4,176.0,169,0,2.7,10,very_unsat,high,actively_looking_into_it,STAY
C101384,zero,234.73282442748092,25802.0,44,38,431373,True,3,1,134.0,170,0,3.1,1,avg,little,no,STAY
C101385,one,97.42895805142085,83233.0,179,46,866331,False,2,4,123.0,417,23,1.4,2,sat,little,no,LEAVE
C101387,one,480.0,36085.5,0,5,192756,True,0,2,114.0,285,1,1.6,4,avg,very_high,actively_looking_into_it,STAY
C101389,zero,360.75949367088606,35371.5,174,20,172997,True,2,2,239.0,174,29,4.7,4,very_unsat,very_high,considering,LEAVE
C101390,zero,930.0,68667.0,0,8,263537,True,1,4,228.0,828,0,2.1,6,very_sat,little,actively_looking_into_it,STAY
C101391,zero,354.54545454545456,63344.0,230,0,392043,True,1,4,123.0,342,4,3.9,12,very_unsat,very_little,never_thought,LEAVE
C101394,zero,870.0,31224.5,0,0,394132,True,1,1,106.0,308,1,2.9,10,very_sat,little,no,STAY
C101396,zero,780.0,39303.5,0,0,480459,True,2,1,114.0,382,1,2.6,13,avg,very_high,no,STAY
C101397,zero,436.0465116279069,24336.0,72,0,692955,False,2,3,149.0,248,3,3.5,8,avg,little,actively_looking_into_it,STAY
C101399,zero,98.31181727904668,62104.0,37,87,974202,False,3,4,261.0,686,3,2.3,2,avg,little,perhaps,STAY
C101400,one,530.1724137931034,30584.0,132,0,288451,True,1,3,131.0,170,20,2.1,13,very_unsat,very_high,actively_looking_into_it,LEAVE
C101401,zero,203.22580645161293,51532.5,0,21,559967,True,3,4,154.0,619,1,3.1,5,unsat,little,actively_looking_into_it,STAY
C101402,one,449.9999999999999,74172.0,0,6,911189,False,3,4,100.0,464,0,3.4,12,very_unsat,little,considering,STAY
C101403,one,295.9183673469388,48859.5,194,57,179775,True,1,4,156.0,395,16,1.9,1,very_sat,very_high,no,LEAVE
C101404,one,527.2727272727273,58861.0,65,22,982233,False,1,2,180.0,708,5,1.9,5,very_sat,very_high,actively_looking_into_it,LEAVE
C101405,one,376.38376383763836,47663.0,61,11,167314,True,2,4,110.0,829,4,2.4,6,very_unsat,very_high,considering,LEAVE
C101407,zero,516.0,47703.5,0,15,768812,False,3,1,206.0,341,1,4.3,5,very_sat,little,no,STAY
C101408,one,256.0975609756098,43636.0,46,10,346983,True,2,2,104.0,384,18,2.1,5,very_unsat,very_little,no,STAY
C101410,one,229.04191616766468,46207.5,48,52,436202,True,2,4,143.0,356,5,4.1,2,very_sat,very_little,perhaps,STAY
C101411,one,279.6610169491525,87798.5,84,17,346790,True,3,1,165.0,588,5,1.3,4,sat,very_high,never_thought,LEAVE
C101413,one,734.4827586206897,40001.0,0,19,314857,True,2,4,187.0,368,1,6.1,4,avg,very_high,actively_looking_into_it,LEAVE
C101415,zero,428.57142857142856,22535.0,65,36,202318,True,3,3,134.0,245,3,6.5,1,very_unsat,high,considering,LEAVE
C101417,zero,541.4201183431952,82409.5,238,15,185725,True,1,1,108.0,672,26,6.1,6,very_unsat,little,actively_looking_into_it,STAY
C101418,zero,780.0,64564.0,0,18,297571,True,1,4,98.0,620,0,2.6,5,unsat,high,considering,STAY
C101419,one,58.62068965517241,12233.0,0,77,662291,False,4,1,196.0,169,1,1.7,1,very_unsat,very_high,no,STAY
C101420,zero,198.9389920424403,89961.0,177,10,284379,True,2,3,126.0,788,22,1.5,6,very_sat,very_high,actively_looking_into_it,LEAVE
C101421,zero,414.1791044776121,93008.5,168,0,276399,True,2,2,170.0,227,10,2.7,9,unsat,little,actively_looking_into_it,LEAVE
C101423,zero,1890.0,18419.0,0,0,968718,False,1,3,100.0,192,1,5.3,5,very_sat,very_little,no,STAY
C101425,zero,129.03225806451613,35565.0,248,21,296967,True,3,1,195.0,293,28,2.4,5,avg,high,no,STAY
C101426,one,131.6614420062696,69780.0,67,79,223719,True,2,3,238.0,164,4,3.2,2,very_sat,little,no,LEAVE
C101427,zero,269.5507487520798,20411.0,61,44,883535,False,3,3,135.0,192,5,3.4,1,very_sat,little,considering,LEAVE
C101428,zero,403.1249999999999,39139.0,220,11,592562,True,0,4,183.0,581,24,4.3,5,very_unsat,high,actively_looking_into_it,LEAVE
C101429,zero,153.84615384615387,16700.5,0,29,832336,False,2,3,156.0,184,1,3.0,12,very_sat,little,perhaps,STAY
C101430,one,1140.0,79343.0,0,0,748228,False,1,3,79.0,503,1,2.8,11,very_unsat,very_high,perhaps,STAY
C101431,one,0.0,32312.5,0,14,176406,True,3,3,94.0,345,1,0.8,4,very_unsat,little,considering,STAY
C101432,zero,120.00000000000003,28163.5,0,20,979228,False,3,1,197.0,382,1,2.2,2,very_unsat,very_little,no,STAY
C101433,one,630.0,22612.5,0,10,190946,True,2,1,115.0,173,1,4.2,4,avg,very_high,no,STAY
C101434,one,799.9999999999999,26980.5,80,28,151623,True,0,2,107.0,173,3,3.8,1,very_unsat,very_little,never_thought,LEAVE
C101435,zero,484.25196850393695,85264.0,154,0,178845,True,3,3,164.0,556,27,3.1,15,unsat,very_high,no,STAY
C101436,zero,77.7439024390244,96370.0,216,34,306336,True,2,3,111.0,663,28,1.7,2,very_unsat,little,no,LEAVE
C101438,one,269.99999999999994,47328.5,0,10,952813,False,1,4,111.0,392,1,1.9,4,very_sat,little,considering,STAY
C101439,zero,128.93982808022923,53356.0,249,43,735437,False,1,3,118.0,347,16,2.5,2,very_unsat,little,actively_looking_into_it,STAY
C101440,zero,359.447004608295,32125.5,174,16,404881,True,3,2,192.0,177,22,3.2,2,very_unsat,little,considering,LEAVE
C101441,one,760.1351351351352,47991.0,46,15,434680,True,2,4,110.0,306,3,6.5,4,very_sat,avg,never_thought,STAY
C101442,one,2190.0,61501.5,0,28,169907,True,0,3,138.0,660,1,5.3,2,very_sat,avg,considering,LEAVE
C101443,zero,273.45844504021443,73049.0,273,0,193154,True,1,4,128.0,293,25,2.4,1,unsat,little,actively_looking_into_it,LEAVE
C101447,zero,327.81456953642385,68467.0,202,43,236634,True,0,3,173.0,304,22,1.3,5,very_unsat,very_high,considering,LEAVE
C101448,zero,1251.5337423312883,38885.0,63,0,150737,True,0,4,90.0,312,4,5.8,12,very_sat,little,actively_looking_into_it,STAY
C101450,one,799.9999999999999,37771.5,50,0,443299,True,3,3,137.0,399,4,2.0,12,unsat,very_little,considering,LEAVE
C101452,zero,133.33333333333334,30108.5,0,89,927715,False,4,3,260.0,320,19,5.4,1,very_unsat,very_little,actively_looking_into_it,STAY
C101454,zero,146.97406340057637,75814.0,247,17,681849,False,0,2,101.0,479,11,2.7,6,very_unsat,very_high,considering,STAY
C101455,zero,552.1472392638036,58116.5,63,27,262471,True,1,4,182.0,718,4,2.0,2,avg,very_little,considering,LEAVE
C101456,zero,1033.3333333333335,33097.0,0,8,241208,True,2,4,139.0,376,0,4.2,2,very_unsat,very_little,never_thought,LEAVE
C101463,zero,930.0,32664.0,0,0,438017,True,1,1,215.0,366,0,3.1,14,unsat,very_high,no,STAY
C101464,one,217.24137931034483,37205.5,0,19,186021,True,2,3,105.0,263,0,3.1,5,very_sat,little,considering,STAY
C101465,one,259.51557093425606,42514.5,189,0,314512,True,4,2,202.0,162,15,2.5,11,very_unsat,very_little,actively_looking_into_it,LEAVE
C101466,zero,284.12256267409475,51028.5,259,0,570524,True,2,2,188.0,362,22,2.4,14,very_unsat,little,never_thought,STAY
C101467,one,528.688524590164,53898.0,144,0,392691,True,2,2,285.0,208,22,2.3,10,very_unsat,little,considering,LEAVE
C101468,one,173.46938775510208,45790.5,194,0,327980,True,3,2,69.0,306,12,2.7,10,very_unsat,little,considering,STAY
C101469,zero,224.48979591836738,56937.5,194,0,783976,False,5,2,131.0,263,13,1.2,2,very_unsat,very_little,perhaps,STAY
C101470,one,698.1132075471698,73442.0,59,0,995087,False,5,3,162.0,623,3,4.7,12,sat,little,considering,STAY
C101471,zero,293.7685459940652,55835.0,237,17,552326,True,1,3,172.0,273,10,3.3,6,very_unsat,little,no,LEAVE
C101472,zero,318.4931506849315,48483.5,192,37,852410,False,0,1,134.0,322,15,2.1,8,very_sat,very_high,considering,LEAVE
C101474,one,832.2580645161289,34935.5,55,0,567971,True,0,3,130.0,337,4,2.3,15,very_unsat,very_high,actively_looking_into_it,LEAVE
C101475,one,487.01298701298697,49208.5,54,0,178792,True,0,1,142.0,195,4,1.5,15,very_unsat,little,actively_looking_into_it,LEAVE
C101476,zero,527.0270270270271,51698.5,48,23,622426,False,1,2,153.0,130,3,1.6,6,very_unsat,high,actively_looking_into_it,STAY
C101480,one,283.3583208395802,66082.5,67,50,259887,True,4,4,132.0,462,5,4.3,2,very_unsat,very_high,no,LEAVE
C101481,one,265.55023923444975,63815.0,178,14,357414,True,2,4,141.0,252,20,2.7,6,very_sat,high,considering,STAY
C101482,one,317.1247357293869,41378.5,263,11,637011,False,2,2,231.0,198,0,6.0,13,very_sat,high,considering,STAY
C101483,one,986.3013698630136,54543.5,46,0,307780,True,3,2,109.0,282,5,2.8,9,unsat,avg,no,LEAVE
C101484,one,570.0,40541.5,0,0,932209,False,1,1,155.0,334,0,2.9,8,very_unsat,very_high,actively_looking_into_it,STAY
C101485,zero,237.08206686930092,64339.0,229,54,243858,True,1,2,118.0,250,13,2.6,2,very_unsat,little,considering,LEAVE
C101486,one,578.3132530120482,53519.0,66,0,296790,True,1,2,153.0,168,4,2.2,8,very_unsat,little,considering,STAY
C101487,zero,870.0,77210.5,0,0,977786,False,2,3,123.0,776,0,3.9,13,sat,very_little,never_thought,STAY
C101488,zero,1470.0000000000002,44116.5,0,0,626055,False,2,4,225.0,340,1,5.9,9,very_sat,very_high,perhaps,STAY
C101490,one,671.5116279069767,45218.5,244,0,235067,True,5,3,169.0,146,18,6.7,13,unsat,little,no,LEAVE
C101491,one,1170.0000000000002,40542.0,0,0,230204,True,2,2,113.0,311,0,3.9,15,unsat,little,actively_looking_into_it,LEAVE
C101492,one,377.4834437086093,25956.0,51,0,633894,False,2,4,134.0,189,3,2.9,8,very_sat,avg,considering,STAY
C101493,zero,296.8197879858657,53496.0,183,0,582586,True,4,1,135.0,322,28,2.8,15,very_sat,little,no,STAY
C101494,zero,355.55555555555554,22581.5,0,17,310125,True,3,2,93.0,170,0,3.2,1,very_sat,little,never_thought,STAY
C101495,one,1035.211267605634,81328.5,42,22,462253,True,1,4,169.0,499,4,3.9,4,very_unsat,little,considering,STAY
C101496,one,350.5154639175257,32558.5,191,56,541921,True,1,1,135.0,204,11,2.4,2,very_unsat,very_high,considering,STAY
C101497,zero,237.93103448275858,58407.5,0,19,218613,True,2,3,138.0,779,1,2.3,5,very_sat,little,actively_looking_into_it,STAY
C101498,one,1320.0000000000002,44388.0,0,0,269231,True,2,4,117.0,352,0,3.4,12,unsat,little,no,LEAVE
C101499,one,689.9999999999999,16422.0,0,0,738447,False,0,4,122.0,181,0,2.3,13,unsat,little,considering,LEAVE
C101500,one,119.99999999999997,21897.0,0,47,167475,True,1,2,147.0,186,1,1.4,2,very_sat,little,never_thought,STAY
C101502,one,141.5730337078652,78318.5,205,14,272532,True,2,1,194.0,233,0,2.1,5,very_sat,very_little,no,LEAVE
C101503,one,578.9473684210527,33444.0,15,17,644341,False,4,2,133.0,268,4,3.5,4,very_unsat,avg,no,LEAVE
C101504,zero,139.53488372093022,99701.0,201,24,688576,False,1,3,178.0,536,16,1.4,5,very_sat,very_high,considering,LEAVE
C101505,one,480.0,68851.5,0,32,211248,True,0,3,228.0,626,0,0.6,9,very_unsat,high,considering,LEAVE
C101506,one,75.75757575757575,51108.0,0,89,922762,False,3,4,131.0,447,0,2.5,1,very_unsat,little,considering,STAY
C101507,one,167.93893129770996,45891.5,153,14,248223,True,4,2,156.0,377,14,3.2,5,unsat,little,no,STAY
C101508,one,1020.0,16330.0,0,0,771727,False,3,4,119.0,155,1,2.4,15,very_sat,very_high,actively_looking_into_it,STAY
C101509,zero,990.0,66204.0,0,61,169022,True,1,3,123.0,575,0,3.3,2,very_sat,very_little,considering,STAY
C101510,one,71.8562874251497,77444.5,249,82,564537,True,2,2,108.0,787,25,1.8,1,very_sat,very_high,considering,LEAVE
C101512,zero,870.0,13308.0,0,37,546160,True,1,3,157.0,191,3,3.9,2,very_sat,very_little,no,STAY
C101513,one,840.0,54016.0,50,0,319201,True,0,3,92.0,268,3,3.2,10,very_unsat,very_high,actively_looking_into_it,STAY
C101515,one,195.65217391304353,33641.0,202,25,407869,True,2,4,168.0,156,23,1.6,2,very_unsat,very_high,perhaps,LEAVE
C101517,zero,666.6666666666666,45966.5,170,0,532237,True,1,4,132.0,303,26,4.0,4,unsat,high,no,LEAVE
C101518,one,630.0,42918.5,0,0,888467,False,2,3,144.0,348,0,2.1,12,unsat,very_little,considering,STAY
